Organizador,Ano_Mes,Dia_da_Semana,Tipo_Dia,Objetivo,Date,AdSet_name,Amount_spent,Link_clicks,Impressions,Conversions,Segmentação,Tipo_de_Anúncio,Fase
3933,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-04,topfunnel_LAL1_compradores_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,51.72,11,1436,3,LookALike_Compradores_325,Video,14º Lançamento | Leads
3934,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,85.94,51,5355,20,LookALike_Compradores_326,Video,14º Lançamento | Leads
3935,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,84.29,69,7676,31,LookALike_Compradores_327,Video,14º Lançamento | Leads
3936,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,midfunnel_full_dados_video_eu_tenho_2_certezas_na_vida,85.53,55,6549,10,LookALike_Compradores_328,Video,14º Lançamento | Leads
3937,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,midfunnel_full_dados_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,85.95,28,3988,9,LookALike_Compradores_329,Video,14º Lançamento | Leads
3938,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,82.60,50,5956,16,LookALike_Compradores_330,Video,14º Lançamento | Leads
3939,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,48.64,27,2769,12,LookALike_Compradores_331,Video,14º Lançamento | Leads
3940,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,47.61,30,4959,6,LookALike_Compradores_332,Video,14º Lançamento | Leads
3941,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,topfunnel_LAL1_compradores_video_eu_tenho_2_certezas_na_vida,48.77,16,3639,3,LookALike_Compradores_333,Video,14º Lançamento | Leads
3942,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,49.08,24,1910,8,LookALike_Compradores_334,Video,14º Lançamento | Leads
3943,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,topfunnel_LAL1_compradores_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,49.60,10,1544,4,LookALike_Compradores_335,Video,14º Lançamento | Leads
3944,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,150.69,72,8763,21,LookALike_Compradores_336,Video,14º Lançamento | Leads
3945,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,159.66,120,15351,35,LookALike_Compradores_337,Video,14º Lançamento | Leads
3946,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,midfunnel_full_dados_video_eu_tenho_2_certezas_na_vida,22.35,10,1669,5,LookALike_Compradores_338,Video,14º Lançamento | Leads
3947,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,midfunnel_full_dados_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,29.85,11,1649,5,LookALike_Compradores_339,Video,14º Lançamento | Leads
3948,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,153.01,69,9898,25,LookALike_Compradores_340,Video,14º Lançamento | Leads
3949,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,84.23,34,4998,11,LookALike_Compradores_341,Video,14º Lançamento | Leads
3950,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,98.15,72,10346,17,LookALike_Compradores_342,Video,14º Lançamento | Leads
3951,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,topfunnel_LAL1_compradores_video_eu_tenho_2_certezas_na_vida,12.40,2,949,1,LookALike_Compradores_343,Video,14º Lançamento | Leads
3952,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,84.01,32,4148,14,LookALike_Compradores_344,Video,14º Lançamento | Leads
3953,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,topfunnel_LAL1_compradores_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,14.54,8,578,4,LookALike_Compradores_345,Video,14º Lançamento | Leads
3954,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-07,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,171.62,76,9899,27,LookALike_Compradores_346,Video,14º Lançamento | Leads
3955,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-07,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,164.69,117,18186,34,LookALike_Compradores_347,Video,14º Lançamento | Leads
3956,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-07,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,171.14,52,9466,8,LookALike_Compradores_348,Video,14º Lançamento | Leads
3957,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-07,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,95.21,42,5473,13,LookALike_Compradores_349,Video,14º Lançamento | Leads
3958,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-07,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,86.31,66,11147,21,LookALike_Compradores_350,Video,14º Lançamento | Leads
3959,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-07,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,100.11,40,4299,9,LookALike_Compradores_351,Video,14º Lançamento | Leads
3960,2025 | Março,Sábado,Final de Semana,Leads,2025-03-08,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,171.24,89,9948,23,LookALike_Compradores_352,Video,14º Lançamento | Leads
3961,2025 | Março,Sábado,Final de Semana,Leads,2025-03-08,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,167.06,132,19774,21,LookALike_Compradores_353,Video,14º Lançamento | Leads
3962,2025 | Março,Sábado,Final de Semana,Leads,2025-03-08,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,170.96,71,8528,19,LookALike_Compradores_354,Video,14º Lançamento | Leads
3963,2025 | Março,Sábado,Final de Semana,Leads,2025-03-08,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,92.83,47,5923,13,LookALike_Compradores_355,Video,14º Lançamento | Leads
3964,2025 | Março,Sábado,Final de Semana,Leads,2025-03-08,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,87.34,51,11883,7,LookALike_Compradores_356,Video,14º Lançamento | Leads
3965,2025 | Março,Sábado,Final de Semana,Leads,2025-03-08,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,90.59,23,4214,5,LookALike_Compradores_357,Video,14º Lançamento | Leads
3966,2025 | Março,Domingo,Final de Semana,Leads,2025-03-09,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,191.09,95,12308,31,LookALike_Compradores_358,Video,14º Lançamento | Leads
3967,2025 | Março,Domingo,Final de Semana,Leads,2025-03-09,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,189.57,123,21824,19,LookALike_Compradores_359,Video,14º Lançamento | Leads
3968,2025 | Março,Domingo,Final de Semana,Leads,2025-03-09,midfunnel_full_dados_video_eu_tenho_2_certezas_na_vida,0.00,,0,,LookALike_Compradores_360,Video,14º Lançamento | Leads
3970,2025 | Março,Domingo,Final de Semana,Leads,2025-03-09,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,107.91,48,7540,14,LookALike_Compradores_361,Video,14º Lançamento | Leads
3971,2025 | Março,Domingo,Final de Semana,Leads,2025-03-09,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,107.03,59,13505,13,LookALike_Compradores_362,Video,14º Lançamento | Leads
3972,2025 | Março,Domingo,Final de Semana,Leads,2025-03-09,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,108.23,52,6232,11,LookALike_Compradores_363,Video,14º Lançamento | Leads
3973,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-10,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,63.35,36,4501,6,LookALike_Compradores_364,Video,14º Lançamento | Leads
3974,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-10,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,59.38,33,6401,6,LookALike_Compradores_365,Video,14º Lançamento | Leads
3975,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-10,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,67.33,24,3849,4,LookALike_Compradores_366,Video,14º Lançamento | Leads
3976,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-10,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,22.94,7,1665,2,LookALike_Compradores_367,Video,14º Lançamento | Leads
3977,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-10,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,23.79,14,3316,3,LookALike_Compradores_368,Video,14º Lançamento | Leads
3978,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-10,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,28.54,7,2097,1,LookALike_Compradores_369,Video,14º Lançamento | Leads
3979,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,167.53,64,10804,29,LookALike_Compradores_370,Video,14º Lançamento | Leads
3980,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,168.77,90,16288,29,LookALike_Compradores_371,Video,14º Lançamento | Leads
3981,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,midfunnel_full_dados_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,0.00,,0,1,LookALike_Compradores_372,Video,14º Lançamento | Leads
3982,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,163.10,61,9606,12,LookALike_Compradores_373,Video,14º Lançamento | Leads
3983,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,14.74,3,954,1,LookALike_Compradores_374,Video,14º Lançamento | Leads
3984,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,20.56,8,2080,1,LookALike_Compradores_375,Video,14º Lançamento | Leads
3985,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,14.60,1,990,1,LookALike_Compradores_376,Video,14º Lançamento | Leads
3986,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,71.42,29,4208,10,LookALike_Compradores_377,Video,14º Lançamento | Leads
3987,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,76.56,39,7868,13,LookALike_Compradores_378,Video,14º Lançamento | Leads
3988,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,61.00,11,3250,3,LookALike_Compradores_379,Video,14º Lançamento | Leads
3989,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,202.68,88,12178,40,LookALike_Compradores_380,Video,14º Lançamento | Leads
3990,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,201.45,98,19390,45,LookALike_Compradores_381,Video,14º Lançamento | Leads
3991,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,200.60,64,10711,19,LookALike_Compradores_382,Video,14º Lançamento | Leads
3992,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,0.00,,0,,LookALike_Compradores_383,Video,14º Lançamento | Leads
3993,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,0.00,,0,,LookALike_Compradores_384,Video,14º Lançamento | Leads
3994,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,98.23,40,6681,25,LookALike_Compradores_385,Video,14º Lançamento | Leads
3995,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,96.37,60,11128,18,LookALike_Compradores_386,Video,14º Lançamento | Leads
3996,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,102.69,37,5230,11,LookALike_Compradores_387,Video,14º Lançamento | Leads
3997,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,272.84,118,17147,54,LookALike_Compradores_388,Video,14º Lançamento | Leads
3998,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,270.07,141,22910,46,LookALike_Compradores_389,Video,14º Lançamento | Leads
4000,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,142.31,56,10862,24,LookALike_Compradores_390,Video,14º Lançamento | Leads
4001,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,135.42,67,13642,28,LookALike_Compradores_391,Video,14º Lançamento | Leads
4002,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,62.26,19,2760,10,LookALike_Compradores_392,Video,14º Lançamento | Leads
4003,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,59.02,17,2871,7,LookALike_Compradores_393,Video,14º Lançamento | Leads
4004,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,69.06,32,4038,7,LookALike_Compradores_394,Video,14º Lançamento | Leads
4005,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,481.15,165,26934,64,LookALike_Compradores_395,Video,14º Lançamento | Leads
4006,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,484.99,215,34550,65,LookALike_Compradores_396,Video,14º Lançamento | Leads
4007,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,0.00,,0,2,LookALike_Compradores_397,Video,14º Lançamento | Leads
4008,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,246.90,90,18197,34,LookALike_Compradores_398,Video,14º Lançamento | Leads
4009,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,244.14,110,25179,24,LookALike_Compradores_399,Video,14º Lançamento | Leads
4010,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,0.00,,0,1,LookALike_Compradores_400,Video,14º Lançamento | Leads
4011,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,0.00,,0,1,LookALike_Compradores_401,Video,14º Lançamento | Leads
4012,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,0.00,,0,1,LookALike_Compradores_402,Video,14º Lançamento | Leads
4013,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,484.79,162,23298,70,LookALike_Compradores_403,Video,14º Lançamento | Leads
4015,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,0.00,,0,,LookALike_Compradores_404,Video,14º Lançamento | Leads
4016,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,237.08,98,15211,37,LookALike_Compradores_405,Video,14º Lançamento | Leads
4017,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,240.06,119,23046,36,LookALike_Compradores_406,Video,14º Lançamento | Leads
4018,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,0.00,,0,,LookALike_Compradores_407,Video,14º Lançamento | Leads
4019,2025 | Março,Domingo,Final de Semana,Leads,2025-03-16,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,471.82,145,19649,63,LookALike_Compradores_408,Video,14º Lançamento | Leads
4020,2025 | Março,Domingo,Final de Semana,Leads,2025-03-16,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,462.86,211,31620,67,LookALike_Compradores_409,Video,14º Lançamento | Leads
4021,2025 | Março,Domingo,Final de Semana,Leads,2025-03-16,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,271.05,90,14745,40,LookALike_Compradores_410,Video,14º Lançamento | Leads
4022,2025 | Março,Domingo,Final de Semana,Leads,2025-03-16,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,266.15,123,22308,49,LookALike_Compradores_411,Video,14º Lançamento | Leads
4023,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-17,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,301.48,108,15966,40,LookALike_Compradores_412,Video,14º Lançamento | Leads
4024,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-17,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,287.03,125,19670,50,LookALike_Compradores_413,Video,14º Lançamento | Leads
4025,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-17,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,204.20,66,12284,25,LookALike_Compradores_414,Video,14º Lançamento | Leads
4026,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-17,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,202.68,75,17931,20,LookALike_Compradores_415,Video,14º Lançamento | Leads
4027,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-18,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,47.06,15,2500,5,LookALike_Compradores_416,Video,14º Lançamento | Live
4028,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-18,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,41.88,11,2502,7,LookALike_Compradores_417,Video,14º Lançamento | Live
4029,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-18,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,26.37,10,1602,4,LookALike_Compradores_418,Video,14º Lançamento | Live
4030,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-18,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,26.07,13,2209,4,LookALike_Compradores_419,Video,14º Lançamento | Live
